Sr No,Rec.Index,TimeStamp,ESpeedDemand,SPEED,EngineSpeed,GearSet,RT_GEAR_Fdbk,Clutch_Demand,ETorqueDemand,TORQUE,TorqueDemand,ThrottleDemand,THROTTLESET,THROTTLEFB,CATS_Humidity,CATS_Press,CATS_Temp,T_Oil,POWER obs,Fuel_Flow,FUEL_DENSITY,RT_StepMode,OBD_ENGINERPM,OBD_KMPH,OBD_Abs_Baro_Press,OBD_AbsoluteLoadValue,OBD_AirFlowRate,OBD_Amb_Air_Temp,OBD_AmbientAirTemp,OBD_Cal_Load,OBD_CatalystTemp1,OBD_CatalystTemp2,OBD_Cmd_Evp_Purge,OBD_CommandEGR,OBD_Ctrl_Mode_Voltage,OBD_Dist_Aftr_DTC_Cleared,OBD_EGR_ERROR,OBD_Eng_AirIntak_Temp,OBD_Eng_Cool_Temp,OBD_FA_Smoke,OBD_FuelSystem_Status,OBD_Intak_Manfol_Abs_Press,OBD_KM_MIL_ON,OBD_LTFT_Bank_1,OBD_MIL_STATUS,OBD_No_Of_Warmups,OBD_O2SensorCnt_B2,OBD_OxygenSensor1,OBD_RelativeTrtlPosition,OBD_SecondaryAirStatus,OBD_Standard,OBD_STFT_Bank_1,OBD_Throttle_Position,OBD_Tim_Aftr_DTC_Cleared,OBD_Tim_Aftr_MIL_ON,OBD_TimeSinceEngineStart,OBD_Timing_Advance,Gear_FB_ohm,Current_Gear,STEPMODE,RT_ProgStepIndex,CURSTEPINDEX
Count= 678,,,RPM,RPM,RPM,--,--,--,Nm,Nm,Nm,%,%,%,%,hPa,°C,°C,kW,Kg/hr,Kg/m³,--,RPM,km/h,kPa,%,g/hr,°C,°C,Nm,°C,°C,%,%,--,km,%,°C,°C,--,--,kPa,km,%,--,--,--,--,%,°,--,%,%,min,min,sec,°,--,--,--,--,--
437,437,22/02/2021 15:33:17:961,271,280,2777,1,1,0,0,7.34,0,0,0,4.31,58,907.6,20.98,38.1,0.22,0,0,5,2553,0,#####,#####,#####,0,#####,32.58,#####,#####,#####,#####,15,#####,#####,39,68,0,2,59,7898,-14,1,#####,1,#####,2,0,31,9,13,#####,0,#####,24,88888,1,5,44,44
438,438,22/02/2021 15:33:18:61,265,275,2566,1,1,0,0,7.78,0,0,0,4.22,58,907.6,20.98,38.12,0.22,0,0,5,2553,0,#####,#####,#####,0,#####,32.58,#####,#####,#####,#####,15,#####,#####,39,68,0,2,59,7898,-14,1,#####,1,#####,2,0,31,9,13,#####,0,#####,24,88888,0,5,44,44
439,439,22/02/2021 15:33:18:161,260,271,2566,1,1,0,0,8.6,0,0,0,4.09,58,907.6,20.98,38.12,0.24,0,0,5,2475,0,#####,#####,#####,0,#####,32.97,#####,#####,#####,#####,14,#####,#####,39,68,0,2,59,7898,-15,1,#####,1,#####,2,0,31,8,13,#####,0,#####,24,88888,0,5,44,44
440,440,22/02/2021 15:33:18:261,255,264,2566,1,1,0,0,8.98,0,0,0,3.99,58,907.6,20.98,38.11,0.25,0,0,5,2475,0,#####,#####,#####,0,#####,32.97,#####,#####,#####,#####,14,#####,#####,39,68,0,2,59,7898,-15,1,#####,1,#####,2,0,31,8,13,#####,0,#####,24,88888,1,5,44,44
441,441,22/02/2021 15:33:18:361,252,259,2566,1,1,0,0,9.22,0,0,0,3.92,58,907.6,20.98,38.11,0.25,0,0,5,2386,0,#####,#####,#####,0,#####,34.15,#####,#####,#####,#####,14,#####,#####,39,68,0,2,60,7898,-15,1,#####,1,#####,2,0,31,6,13,#####,0,#####,24,88888,1,5,45,45
442,442,22/02/2021 15:33:18:461,249,254,2566,1,1,0,0,9.3,0,0,0,3.84,58,907.6,20.98,38.11,0.25,0,0,5,2386,0,#####,#####,#####,0,#####,34.15,#####,#####,#####,#####,14,#####,#####,39,68,0,2,60,7898,-15,1,#####,1,#####,2,0,31,6,13,#####,0,#####,24,88888,0,5,45,45
443,443,22/02/2021 15:33:18:561,245,250,2337,1,1,0,0,8.9,0,0,0,3.81,58,907.7,20.98,38.13,0.23,0,0,5,2300,0,#####,#####,#####,0,#####,34.15,#####,#####,#####,#####,14,#####,#####,39,68,0,2,60,7898,-16,1,#####,1,#####,2,0,31,5,12,#####,0,#####,24,88888,0,5,45,45
444,444,22/02/2021 15:33:18:661,242,246,2337,1,1,0,0,8.49,0,0,0,3.78,58,907.7,20.98,38.14,0.22,0,0,5,2300,0,#####,#####,#####,0,#####,34.15,#####,#####,#####,#####,14,#####,#####,39,68,0,2,60,7898,-16,1,#####,1,#####,2,0,31,5,12,#####,0,#####,24,88888,0,5,45,45
445,445,22/02/2021 15:33:18:761,239,243,2337,1,1,0,0,7.54,0,0,0,3.8,58,907.7,20.98,38.14,0.19,0,0,5,2226,0,#####,#####,#####,0,#####,33.76,#####,#####,#####,#####,15,#####,#####,39,68,0,2,60,7898,-16,1,#####,1,#####,1,0,31,7,12,#####,0,#####,24,88888,1,5,45,45
446,446,22/02/2021 15:33:18:861,235,241,2337,1,1,0,0,7.87,0,0,0,3.73,58,907.6,20.98,38.14,0.2,0,0,5,2226,0,#####,#####,#####,0,#####,33.76,#####,#####,#####,#####,15,#####,#####,39,68,0,2,60,7898,-16,1,#####,1,#####,1,0,31,7,12,#####,0,#####,24,88888,1,5,45,45
447,447,22/02/2021 15:33:18:961,232,237,2337,1,1,0,0,7.71,0,0,0,3.68,58,907.6,20.98,38.14,0.19,0,0,5,2185,0,#####,#####,#####,0,#####,34.15,#####,#####,#####,#####,14,#####,#####,39,68,0,2,59,7898,-18,1,#####,1,#####,1,0,31,8,12,#####,0,#####,24,88888,1,5,45,45
448,448,22/02/2021 15:33:19:61,229,234,2164,1,1,0,0,7.3,0,0,0,3.66,58,907.6,20.98,38.14,0.18,0,0,5,2185,0,#####,#####,#####,0,#####,34.15,#####,#####,#####,#####,14,#####,#####,39,68,0,2,59,7898,-18,1,#####,1,#####,1,0,31,8,12,#####,0,#####,24,88888,0,5,45,45
449,449,22/02/2021 15:33:19:161,225,231,2164,1,1,0,0,7.56,0,0,0,3.58,58,907.6,20.98,38.14,0.18,0,0,5,2104,0,#####,#####,#####,0,#####,34.15,#####,#####,#####,#####,14,#####,#####,39,68,0,2,60,7898,-18,1,#####,1,#####,1,0,31,9,12,#####,0,#####,24,88888,0,5,45,45
450,450,22/02/2021 15:33:19:261,222,229,2164,1,1,3,0,8.14,0,0,0,3.49,58,907.6,20.98,38.15,0.2,0,0,4,2104,0,#####,#####,#####,0,#####,34.15,#####,#####,#####,#####,14,#####,#####,39,68,0,2,60,7898,-18,1,#####,1,#####,1,0,31,9,12,#####,0,#####,24,88888,1,5,45,45
451,451,22/02/2021 15:33:19:361,223,225,2164,1,1,0,0,8.39,0,0,0,0,58,907.6,20.98,38.15,0.2,0,0,4,2075,0,#####,#####,#####,0,#####,34.93,#####,#####,#####,#####,14,#####,#####,39,68,0,2,60,7898,-18,1,#####,1,#####,1,0,31,7,12,#####,0,#####,24,88888,1,5,46,46
452,452,22/02/2021 15:33:19:461,223,220,2164,1,1,0,0,7.43,0,0,0,0,58,907.6,20.98,38.15,0.17,0,0,4,2075,0,#####,#####,#####,0,#####,34.93,#####,#####,#####,#####,14,#####,#####,39,68,0,2,60,7898,-18,1,#####,1,#####,1,0,31,7,12,#####,0,#####,24,88888,1,5,46,46
453,453,22/02/2021 15:33:19:561,223,219,2023,1,1,0,0,6.03,0,0,0,0,58,907.6,20.98,38.15,0.14,0,0,4,1960,0,#####,#####,#####,0,#####,34.93,#####,#####,#####,#####,14,#####,#####,39,68,0,2,60,7898,-18,1,#####,1,#####,1,0,31,6,12,#####,0,#####,24,88888,0,5,46,46
454,454,22/02/2021 15:33:19:661,223,219,2023,1,1,0,0,4.22,0,0,0,0,58,907.6,20.98,38.15,0.1,0,0,4,1960,0,#####,#####,#####,0,#####,34.93,#####,#####,#####,#####,14,#####,#####,39,68,0,2,60,7898,-18,1,#####,1,#####,1,0,31,6,12,#####,0,#####,24,88888,0,5,46,46
455,455,22/02/2021 15:33:19:761,223,220,2023,1,1,0,0,2.86,0,0,0,0,58,907.6,20.98,38.15,0.07,0,0,4,1888,0,#####,#####,#####,0,#####,38.47,#####,#####,#####,#####,14,#####,#####,39,68,0,2,54,7898,-18,1,#####,1,#####,0,0,31,7,11,#####,0,#####,6,88888,1,5,46,46
456,456,22/02/2021 15:33:19:861,223,220,2023,1,1,0,0,2.26,0,0,0,0,58,907.6,20.98,38.13,0.05,0,0,4,1888,0,#####,#####,#####,0,#####,38.47,#####,#####,#####,#####,14,#####,#####,39,68,0,2,54,7898,-18,1,#####,1,#####,0,0,31,7,11,#####,0,#####,6,88888,1,5,46,46
457,457,22/02/2021 15:33:19:961,223,221,2023,1,1,0,1.8,1.78,0,0,0,0,58,907.6,20.98,38.13,0.04,0,0,5,1618,0,#####,#####,#####,0,#####,41.21,#####,#####,#####,#####,14,#####,#####,39,68,0,2,61,7898,-23,1,#####,1,#####,0,0,31,8,11,#####,0,#####,5,88888,1,5,46,46
458,458,22/02/2021 15:33:20:61,217,222,2023,0,1,0,1.2,1.41,0,0,0,0,58,907.6,20.99,38.15,0.03,0,0,5,1618,0,#####,#####,#####,0,#####,41.21,#####,#####,#####,#####,14,#####,#####,39,68,0,2,61,7898,-23,1,#####,1,#####,0,0,31,8,11,#####,0,#####,5,88888,1,5,46,46
459,459,22/02/2021 15:33:20:161,210,220,1724,0,1,0,0.6,1.02,0,0,0,0,58,907.7,20.99,38.15,0.02,0,0,5,1618,0,#####,#####,#####,0,#####,41.6,#####,#####,#####,#####,14,#####,#####,39,68,0,2,64,7898,-20,1,#####,1,#####,0,0,31,5,11,#####,0,#####,3.5,88888,1,5,46,46
460,460,22/02/2021 15:33:20:261,204,214,1724,0,1,0,0,0.74,0,0,0,0,58,907.7,20.98,38.15,0.02,0,0,5,1618,0,#####,#####,#####,0,#####,41.6,#####,#####,#####,#####,14,#####,#####,39,68,0,2,64,7898,-20,1,#####,1,#####,0,0,31,5,11,#####,0,#####,3.5,88888,1,5,46,46
461,461,22/02/2021 15:33:20:361,203,209,1724,0,1,0,0,0.61,0,0,0,0,58,907.6,20.98,38.15,0.01,0,0,5,1725,0,#####,#####,#####,0,#####,42.78,#####,#####,#####,#####,14,#####,#####,39,68,0,2,64,7898,-19,1,#####,1,#####,0,0,31,5,11,#####,0,#####,4.5,88888,1,5,47,47
462,462,22/02/2021 15:33:20:461,202,204,1724,0,1,0,0,0.5,0,0,0,0,58,907.6,20.98,38.15,0.01,0,0,5,1725,0,#####,#####,#####,0,#####,42.78,#####,#####,#####,#####,14,#####,#####,39,68,0,2,64,7898,-19,1,#####,1,#####,0,0,31,5,11,#####,0,#####,4.5,88888,1,5,47,47
463,463,22/02/2021 15:33:20:561,201,202,1724,0,1,0,0,0.36,0,0,0,0,58,907.7,20.98,38.16,0.01,0,0,5,1672,0,#####,#####,#####,0,#####,43.18,#####,#####,#####,#####,14,#####,#####,38,68,0,2,65,7898,-20,1,#####,1,#####,0,0,31,4,11,#####,0,#####,4.5,88888,1,5,47,47
464,464,22/02/2021 15:33:20:661,199,201,1665,0,1,0,0,0.28,0,0,0,0,58,907.7,20.98,38.14,0.01,0,0,5,1672,0,#####,#####,#####,0,#####,43.18,#####,#####,#####,#####,14,#####,#####,38,68,0,2,65,7898,-20,1,#####,1,#####,0,0,31,4,11,#####,0,#####,4.5,88888,1,5,47,47
465,465,22/02/2021 15:33:20:761,198,200,1665,0,1,0,0,0.22,0,0,0,0,58,907.6,20.98,38.14,0,0,0,5,1673,0,#####,#####,#####,0,#####,42.78,#####,#####,#####,#####,14,#####,#####,38,68,0,2,65,7898,-19,1,#####,1,#####,0,0,31,2,11,#####,0,#####,4.5,88888,1,5,47,47
466,466,22/02/2021 15:33:20:861,197,198,1665,0,1,0,0,0.18,0,0,0,0,58,907.6,20.98,38.14,0,0,0,5,1673,0,#####,#####,#####,0,#####,42.78,#####,#####,#####,#####,14,#####,#####,38,68,0,2,65,7898,-19,1,#####,1,#####,0,0,31,2,11,#####,0,#####,4.5,88888,1,5,47,47
467,467,22/02/2021 15:33:20:961,196,197,1665,0,1,0,0,0.15,0,0,0,0,58,907.6,20.98,38.15,0,0,0,5,1656,0,#####,#####,#####,0,#####,43.57,#####,#####,#####,#####,14,#####,#####,38,68,0,2,65,7898,-20,1,#####,1,#####,0,0,31,2,11,#####,0,#####,5,88888,1,5,47,47
468,468,22/02/2021 15:33:21:61,194,196,1665,0,1,0,0,0.11,0,0,0,0,58,907.6,20.98,38.15,0,0,0,5,1656,0,#####,#####,#####,0,#####,43.57,#####,#####,#####,#####,14,#####,#####,38,68,0,2,65,7898,-20,1,#####,1,#####,0,0,31,2,11,#####,0,#####,5,88888,1,5,47,47
469,469,22/02/2021 15:33:21:161,193,195,1637,0,1,0,0,0.08,0,0,0,0,58,907.6,20.98,38.15,0,0,0,5,1646,0,#####,#####,#####,0,#####,42.78,#####,#####,#####,#####,14,#####,#####,38,68,0,2,64,7898,-20,1,#####,1,#####,0,0,31,1,11,#####,0,#####,4.5,88888,1,5,47,47
470,470,22/02/2021 15:33:21:261,192,194,1637,0,1,0,0,0.08,0,0,0,0,58,907.6,20.98,38.16,0,0,0,5,1646,0,#####,#####,#####,0,#####,42.78,#####,#####,#####,#####,14,#####,#####,38,68,0,2,64,7898,-20,1,#####,1,#####,0,0,31,1,11,#####,0,#####,4.5,88888,1,5,47,47
471,471,22/02/2021 15:33:21:361,186,192,1637,0,1,0,0,0.07,0,0,0,0,58,907.7,20.98,38.16,0,0,0,5,1642,0,#####,#####,#####,0,#####,43.18,#####,#####,#####,#####,14,#####,#####,38,68,0,2,64,7898,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,4.5,88888,1,5,48,48
472,472,22/02/2021 15:33:21:461,179,190,1637,0,1,0,0,0.05,0,0,0,0,58,907.7,20.98,38.16,0,0,0,5,1642,0,#####,#####,#####,0,#####,43.18,#####,#####,#####,#####,14,#####,#####,38,68,0,2,64,7898,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,4.5,88888,1,5,48,48
473,473,22/02/2021 15:33:21:561,172,184,1637,0,1,0,0,0.06,0,0,0,0,58,907.6,20.98,38.18,0,0,0,5,1597,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,68,0,2,65,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,5,88888,1,5,48,48
474,474,22/02/2021 15:33:21:661,165,177,1620,0,1,0,0,0.06,0,0,0,0,58,907.6,20.99,38.17,0,0,0,5,1597,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,68,0,2,65,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,5,88888,1,5,48,48
475,475,22/02/2021 15:33:21:761,158,170,1620,0,1,0,0,0.06,0,0,0,0,58,907.6,20.99,38.17,0,0,0,5,1610,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,68,0,2,65,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,1,5,48,48
476,476,22/02/2021 15:33:21:861,151,163,1620,0,1,0,0,0.06,0,0,0,0,58,907.6,20.99,38.17,0,0,0,5,1610,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,68,0,2,65,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,1,5,48,48
477,477,22/02/2021 15:33:21:961,144,156,1620,0,1,0,0,0.08,0,0,0,0,58,907.6,20.98,38.18,0,0,0,5,1586,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,15,#####,#####,38,68,0,2,65,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,1,5,48,48
478,478,22/02/2021 15:33:22:61,137,149,1620,0,1,0,0,0.07,0,0,0,0,58,907.7,20.98,38.18,0,0,0,5,1586,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,15,#####,#####,38,68,0,2,65,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,48,48
479,479,22/02/2021 15:33:22:161,130,142,1589,0,1,0,0,0.07,0,0,0,0,58,907.6,20.98,38.19,0,0,0,5,1580,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,14,#####,#####,38,68,0,2,65,7898,-20,1,#####,1,#####,0,0,31,-3,11,#####,0,#####,5,88888,0,5,48,48
480,480,22/02/2021 15:33:22:261,123,135,1589,0,1,0,0,0.07,0,0,0,0,58,907.6,20.98,38.18,0,0,0,5,1580,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,14,#####,#####,38,68,0,2,65,7898,-20,1,#####,1,#####,0,0,31,-3,11,#####,0,#####,5,88888,0,5,48,48
481,481,22/02/2021 15:33:22:361,121,128,1589,0,1,0,0,0.09,0,0,0,0,58,907.6,20.98,38.18,0,0,0,5,1564,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-5,11,#####,0,#####,5,88888,0,5,49,49
482,482,22/02/2021 15:33:22:461,118,123,1589,0,1,0,0,0.08,0,0,0,0,58,907.6,20.98,38.18,0,0,0,5,1564,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-5,11,#####,0,#####,5,88888,0,5,49,49
483,483,22/02/2021 15:33:22:561,116,120,1589,0,1,0,0,0.07,0,0,0,0,58,907.6,20.98,38.19,0,0,0,5,1575,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,15,#####,#####,38,68,0,2,65,7898,-20,1,#####,1,#####,0,0,31,-5,11,#####,0,#####,5,88888,0,5,49,49
484,484,22/02/2021 15:33:22:661,114,117,1562,0,1,0,0,0.06,0,0,0,0,58,907.6,20.98,38.19,0,0,0,5,1575,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,15,#####,#####,38,68,0,2,65,7898,-20,1,#####,1,#####,0,0,31,-5,11,#####,0,#####,5,88888,0,5,49,49
485,485,22/02/2021 15:33:22:761,111,115,1562,0,1,0,0,0.05,0,0,0,0,58,907.6,20.98,38.2,0,0,0,5,1568,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,15,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-4,11,#####,0,#####,6,88888,0,5,49,49
486,486,22/02/2021 15:33:22:861,109,112,1562,0,1,0,0,0.06,0,0,0,0,58,907.6,20.98,38.2,0,0,0,5,1568,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,15,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-4,11,#####,0,#####,6,88888,0,5,49,49
487,487,22/02/2021 15:33:22:961,106,110,1562,0,1,0,0,0.06,0,0,0,0,58,907.6,20.98,38.21,0,0,0,5,1587,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,15,#####,#####,38,68,0,2,65,7898,-20,1,#####,1,#####,0,0,31,-3,11,#####,0,#####,5,88888,0,5,49,49
488,488,22/02/2021 15:33:23:61,104,108,1562,0,1,0,0,0.05,0,0,0,0,58,907.7,20.98,38.21,0,0,0,5,1587,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,15,#####,#####,38,68,0,2,65,7898,-20,1,#####,1,#####,0,0,31,-3,11,#####,0,#####,5,88888,0,5,49,49
489,489,22/02/2021 15:33:23:161,101,105,1561,0,1,0,0,0.03,0,0,0,0,58,907.7,20.98,38.22,0,0,0,5,1535,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-3,11,#####,0,#####,5,88888,0,5,49,49
490,490,22/02/2021 15:33:23:261,99,103,1561,0,1,0,0,0.02,0,0,0,0,58,907.7,20.99,38.22,0,0,0,5,1535,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-3,11,#####,0,#####,5,88888,0,5,49,49
491,491,22/02/2021 15:33:23:361,97,100,1561,0,1,0,0,0.03,0,0,0,0,58,907.6,20.99,38.22,0,0,0,5,1542,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,15,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-5,11,#####,0,#####,6,88888,0,5,50,50
492,492,22/02/2021 15:33:23:461,96,98,1561,0,1,0,0,0.04,0,0,0,0,58,907.6,20.99,38.22,0,0,0,5,1542,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,15,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-5,11,#####,0,#####,6,88888,0,5,50,50
493,493,22/02/2021 15:33:23:561,94,97,1561,0,1,0,0,0.04,0,0,0,0,58,907.6,20.98,38.21,0,0,0,5,1538,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-3,11,#####,0,#####,5,88888,0,5,50,50
494,494,22/02/2021 15:33:23:661,92,95,1561,0,1,0,0,0.02,0,0,0,0,58,907.6,20.98,38.21,0,0,0,5,1538,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-3,11,#####,0,#####,5,88888,0,5,50,50
495,495,22/02/2021 15:33:23:761,90,93,1542,0,1,0,0,0.01,0,0,0,0,58,907.6,20.98,38.22,0,0,0,5,1589,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,15,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,50,50
496,496,22/02/2021 15:33:23:861,88,91,1542,0,1,0,0,0,0,0,0,0,58,907.6,20.98,38.22,0,0,0,5,1589,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,15,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,50,50
497,497,22/02/2021 15:33:23:961,86,89,1542,0,1,0,0,0.01,0,0,0,0,58,907.6,20.98,38.22,0,0,0,5,1589,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,14,#####,#####,38,68,0,2,67,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,50,50
498,498,22/02/2021 15:33:24:61,85,87,1542,0,1,0,0,0.02,0,0,0,0,58,907.6,20.98,38.22,0,0,0,5,1589,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,14,#####,#####,38,68,0,2,67,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,50,50
499,499,22/02/2021 15:33:24:161,83,86,1542,0,1,0,0,0.03,0,0,0,0,58,907.6,20.98,38.23,0,0,0,5,1564,0,#####,#####,#####,0,#####,43.57,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,50,50
500,500,22/02/2021 15:33:24:261,81,84,1574,0,1,0,0,0.02,0,0,0,0,58,907.7,20.98,38.23,0,0,0,5,1564,0,#####,#####,#####,0,#####,43.57,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,50,50
501,501,22/02/2021 15:33:24:361,78,82,1574,0,1,0,0,0.01,0,0,0,0,58,907.6,20.98,38.23,0,0,0,5,1629,0,#####,#####,#####,0,#####,43.57,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,5,88888,0,5,51,51
502,502,22/02/2021 15:33:24:461,75,80,1574,0,1,0,0,0,0,0,0,0,58,907.6,20.98,38.23,0,0,0,5,1629,0,#####,#####,#####,0,#####,43.57,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,5,88888,0,5,51,51
503,503,22/02/2021 15:33:24:561,71,77,1574,0,1,0,0,0,0,0,0,0,58,907.6,20.98,38.24,0,0,0,5,1611,0,#####,#####,#####,0,#####,43.57,#####,#####,#####,#####,15,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,51,51
504,504,22/02/2021 15:33:24:661,68,73,1574,0,1,0,0,0,0,0,0,0,58,907.7,20.98,38.24,0,0,0,5,1611,0,#####,#####,#####,0,#####,43.57,#####,#####,#####,#####,15,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,51,51
505,505,22/02/2021 15:33:24:761,65,70,1618,0,1,0,0,0.02,0,0,0,0,58,907.6,20.98,38.24,0,0,0,5,1666,0,#####,#####,#####,0,#####,43.57,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-19,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,51,51
506,506,22/02/2021 15:33:24:861,61,67,1618,0,1,0,0,0.03,0,0,0,0,58,907.6,20.98,38.24,0,0,0,5,1666,0,#####,#####,#####,0,#####,43.57,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-19,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,51,51
507,507,22/02/2021 15:33:24:961,58,64,1618,0,1,0,0,0.04,0,0,0,0,58,907.6,20.98,38.24,0,0,0,5,1609,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,15,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-3,11,#####,0,#####,5,88888,0,5,51,51
508,508,22/02/2021 15:33:25:61,55,60,1618,0,1,0,0,0.03,0,0,0,0,58,907.7,20.98,38.25,0,0,0,5,1609,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,15,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-3,11,#####,0,#####,5,88888,0,5,51,51
509,509,22/02/2021 15:33:25:161,51,57,1618,0,1,0,0,0.02,0,0,0,0,58,907.7,20.98,38.25,0,0,0,5,1589,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-4,11,#####,0,#####,5,88888,0,5,51,51
510,510,22/02/2021 15:33:25:261,48,53,1578,0,1,0,0,0.01,0,0,0,0,58,907.6,20.98,38.25,0,0,0,5,1589,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-4,11,#####,0,#####,5,88888,0,5,51,51
511,511,22/02/2021 15:33:25:361,48,50,1578,0,1,2,0.2,0,0,0,2,0.01,58,907.6,20.98,38.23,0,0,0,5,1583,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,52,52
512,512,22/02/2021 15:33:25:461,48,48,1578,0,1,2,0.3,-0.01,0,0,2,0.03,58,907.6,20.98,38.23,0,0,0,5,1583,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,52,52
